Name,Role,Company,Rating,Reviews,Price,Country,Bio,Skills,Top Mentor,Quick Responder,Spots Left,url
Soroush Salehian🇺🇸,Director of Engineering,SPLUNK,5,18,160,United States of America,"Hi there, my name is Soroush Salehian, though I go by Rush. I am a leader, a coach, a mentor and a people person. About me: I have spent nearly 20 yea...","Career Growth, Management, Leadership, Engineering, Coaching, Change Management",No,Yes,,https://mentorcruise.com/mentor/soroushsalehian/?queryID=beba7c2005351fc324410b58c5755602&source=search
Jennifer Nguyen🇨🇦,Principal Data Scientist,Microsoft,5,18,180,Canada,"Hi there, Are you looking for additional support to navigate your data science career? Do you feel you can't speak to your manager freely? Are you fee...","Data Science, Data Analysis, Machine Learning, Statistics, SQL, Data Visualization",No,Yes,,https://mentorcruise.com/mentor/jennifernguyen/?queryID=beba7c2005351fc324410b58c5755602&source=search
Sanjeev Subedi🇨🇦,Staff Software Engineer,eBay,5,22,240,Canada,"https://sanzeev.com.np/ Senior Frontend Engineer with over 12 years of experience and currently working at eBay. My core skills are Node.js, JavaScrip...","JavaScript, Typescript, Angular, NodeJS, GraphQL, HTML",No,Yes,,https://mentorcruise.com/mentor/sanjeevsubedi/?queryID=beba7c2005351fc324410b58c5755602&source=search
Eugene Hauptmann🇺🇸,Founder,REACTIVE LIONS INC.,5,11,120,United States of America,"Eugene is a faith-centric technologist, a serial entrepreneur, angel investor, advisor and mentor. He is founder of REACTIVE LIONS INC. where he is im...","Product Management, GTM, Scaling, MVP, Hiring, CTO",No,Yes,,https://mentorcruise.com/mentor/eugenehauptmann/?queryID=beba7c2005351fc324410b58c5755602&source=search
Edric Gan🇸,Software Engineer,Immutable,5,8,280,Singapore,"As someone who comes from a non-computer science background, I understand the doubts that can come with making a career switch. However, I'm excited t...","React, Spring Boot, Spring, Java, MySQL, Microservices",No,Yes,,https://mentorcruise.com/mentor/edricgan/?queryID=beba7c2005351fc324410b58c5755602&source=search
Won You🇺🇸,Head of Design,"WJY Studios, Ex-Shopify",5,6,240,United States of America,"As a seasoned design leader with over 20 years of experience, I understand the challenges and obstacles that designers face in their careers. That's w...","Product Design, Design Leadership, Design Systems, Design Sprints, DesignOps, UX Design",No,Yes,,https://mentorcruise.com/mentor/wonyou/?queryID=beba7c2005351fc324410b58c5755602&source=search
Michiel Pruijssers🇺🇸,Principal Designer,Determined.ai. |  ex-Microsoft,5,3,140,United States of America,"👋 Ahoy there! I am a Principal Designer with 14+ years of UX work experience (whether as a Designer, a User Researcher and as a Design Consultant). I...","User Experience, UX Design, UX Research, User Experience Design, Artificial Intelligence, Machine Learning",No,Yes,,https://mentorcruise.com/mentor/michielpruijssers/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Rakesh Hemrajani🇺🇸,Software Development Manager,Amazon,0,0,120,United States of America,"Seasoned IT manager with 19 years of experience across AWS, Amazon Retail and Telecom domain. In my current role, I manage two pizza teams at Amazon w...","Software Engineering, Manager, Retail, AWS, System Design, Management",No,Yes,,https://mentorcruise.com/mentor/rakeshhemrajani/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Gautam Oswal🇮🇳,Senior Business Manager,Uber,0,0,90,India,Seasoned Strategy and Growth professional spearheading a $200 M+ category at Uber. I have 2.5+ years of mentorship experience and have helped my mente...,"Interview, Business Strategy, Resume, Growth Strategy, Career Growth, Communication",No,Yes,,https://mentorcruise.com/mentor/gautamoswal/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Yi-Ju Chung🇺🇸,Staff Software Engineer,Coinbase,5,23,400,United States of America,"10+ years as professional and experienced engineers in FANNG company. (Uber, Netflix, Bazaarvoice, Coinbase...etc) Conducted interviews regularly for ...","Web3, Blockchain, Java, Golang, System Design, Leetcode",No,Yes,,https://mentorcruise.com/mentor/yijuchung/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Taj Singh🇺🇸,Sr Technical Program Manager,Google,0,0,40,United States of America,"`Senior Technical Program Manager` at Google.​ Spearheaded large cross functional efforts in various roles including Technical Program Manager, Softwa...","Project Management, Technical Program Management, Program Management, Investing, Investment, Python",No,Yes,,https://mentorcruise.com/mentor/tajindersingh/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Ash Lingam🇺🇸,Principal Product Manager,,0,0,240,United States of America,"Breaking into PM or leveling up without a big tech background? I’m a product leader and ex-founder who’s built and scaled marketplace, healthcare, and...","Product Management, Product Strategy, Product Design, User Experience, Customer Research, Prototyping",No,Yes,,https://mentorcruise.com/mentor/ashlingam/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Matteo Tomassetti🇺🇸,Staff Data Scientist,Shopify,0,0,300,United States of America,"Are you feeling stuck in your data science career? Not sure how to land that promotion or break into a new area? I've been there. For years, I climbed...","Data Science, Machine Learning, Product, Product Management, Data Analytics, Data Engineering",No,Yes,,https://mentorcruise.com/mentor/matteotomassetti/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Adam Alidra🇺🇸,Solution Specialist,Microsoft,0,0,300,United States of America,"Hi there! I've been in the technology space for 13+ years, first in the professional services/partner channel, and for the last 7 years at Microsoft. ...","Business Analysis, Enterprise Sales, Lead Generation, Cloud Computing, Azure, AWS",No,Yes,,https://mentorcruise.com/mentor/adamalidra/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Felipe da Silva🇨🇦,Sr Manager - Sales Ops,Uber,0,0,200,Canada,"As a seasoned business leader with a rich background in strategy, operations, and sales compensation across tech and healthcare, I help professionals ...","Business, Business Strategy, Leadership, Data, Communication, Tech",No,Yes,,https://mentorcruise.com/mentor/felipedasilva/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Praveen Dubey🇨🇦,Senior Software Engineer,Microsoft,5,16,170,Canada,Greetings! My name is Praveen and I am a Senior Software Engineer at Microsoft. It brings me great pleasure to serve as your mentor and share my exper...,"JavaScript, Typescript, React, Java, Open Source, Programming",No,Yes,,https://mentorcruise.com/mentor/praveendubey/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Noha Arafat🇨🇦,Senior Software Engineer / Manager,Microsoft,5,12,180,Canada,"With over a decade of experience as a software engineer, I've had the incredible opportunity to work across various companies, domains, cultures, and ...","Java, Aws, Cloud Infrastructure, NoSql, Team Leadership, DevOps",No,Yes,,https://mentorcruise.com/mentor/nohaarafat/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Amrita Ray🇺🇸,Director of Data Science,"Chan Zuckerberg Tech (Meta spin-off), ex-Microsoft, ex-Stanford",5,7,180,United States of America,"I have worked at Microsoft, Chan Zuckerberg Technology (formed & came out of Meta/Facebook, and has the same founder), Skype, and academic institution...","Leadership, Management, Data, Data Science, Analytics, Performance Management",No,Yes,,https://mentorcruise.com/mentor/amritaray/?queryID=bfd311b5e066dfa3f8fc4a50265c2e18&source=search
Ioana Brooks🇺🇸,Frontend Engineer,Amazon,5,7,290,United States of America,"Hi, I'm Ioana, and I'm here to empower your tech career journey, whether you're aiming for Big Tech or any other exciting tech venture. With over a de...","Typescript, JavaScript, React, React Native, Interview Preparation, Mock Interviews",No,Yes,,https://mentorcruise.com/mentor/ioanabrooks/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Tracy Romano🇺🇸,Senior Data Scientist,Blue Cross,5,6,180,United States of America,"With a 15-year track record in data science across industry and academia, my expertise spans Python, R, SQL, and MATLAB, tailored for tasks like autom...","Python, R Programming, MATLAB, Statistics, Data Science, Data Analysis",No,Yes,,https://mentorcruise.com/mentor/tracyromano/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Kat Chen🇦🇺,Senior Product Manager,,5,3,120,Australia,"Hey there! I'm Kat and I'm currently a Product Lead at a large Australian retail company, spearheading a greenfield 0 to 1 product area. I've built an...","Product Management, Product Strategy, Product Development, Storytelling, Product Analytics, Career Transition",No,Yes,,https://mentorcruise.com/mentor/katchen/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Fatima Taj🇨🇦,Senior Software Engineer,Yelp,5,12,90,Canada,"Hi! :) My name is Fatima, and I'm a Senior Software Engineer (backend) at Yelp. Here are some quick facts about me: - I graduated from the University ...","Soft Skills, Mentorship, Public Speaking, Interviews, Application, Interview Preparation",No,Yes,,https://mentorcruise.com/mentor/fatimataj/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Nikhil Maddirala🇺🇸,Product Manager,Meta,5,6,240,United States of America,"As an AI Product Manager at Meta and Adobe, I've built and scaled multiple AI products serving billions of individuals and millions of businesses. I'v...","Product Management, AI, Machine Learning, Interview, Career Growth, Artificial Intelligence",No,Yes,,https://mentorcruise.com/mentor/nikhilmaddirala/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Mary Cook🇺🇸,VP of Engineering,,5,7,160,United States of America,"Hi, my name is Mary and I'm looking forward to meeting you. Over the course of my 20+ year journey in software engineering, I evolved my own career fr...","Career Development, Engineering Leadership, Women In Tech, People Management, Job Search, Goal Setting",No,Yes,,https://mentorcruise.com/mentor/marycook/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Mark Mullinix🇸,Principal,Growth Vectors,5,6,60,Singapore,I've been a business leader and coach since 2013 when I left a successful career at American Express to found my own business. I've always been fascin...,"Startups, Team Leadership, Consulting, Business Strategy, Business Growth, Personal Branding",No,Yes,,https://mentorcruise.com/mentor/markmullinix/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Kuai Yu🇺🇸,Director of Engineering,"late-stage startup, ex-Two Sigma, Citadel, Google",5,7,140,United States of America,"👋 Hi! I’m Kuai, currently a Director of Engineering at a Fintech unicorn. With experience at Two Sigma, Google, and Citadel, I have a decade-long tra...","Career Growth, Engineering Leadership, Career Change, System Design, Leadership, Management",No,Yes,,https://mentorcruise.com/mentor/kuaiyu/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Nima Tajbakhsh🇺🇸,Deep Learning Lead,Nvidia,5,56,150,United States of America,**Free introductory call** Choosing the right mentor is a crucial decision. You want to ensure that your mentor is a great fit for your needs and goal...,"Generative AI, LLM, Multimodal LLM, Deep Learning, Machine Learning, AI",No,Yes,,https://mentorcruise.com/mentor/nimatajbakhsh/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Aleksandar (Alex) Cakic🇺🇸,Software Engineer,LinkedIn,5,4,90,United States of America,"I’ve moved countries 4 times living in Europe and the USA. My journey has taken me from a marketing specialist to a logistics lead, freight management...","Engineering Leadership, Engineering Management, Software Engineer, Back-End, Interview Preparation, Resume Review",No,Yes,,https://mentorcruise.com/mentor/aleksandarcakic/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
James Booth🇺🇸,CTO,Attune,5,42,240,United States of America,"I’m a CTO, founding engineer and leader with over 25 years of experience developing innovative solutions in both corporate and startup environments. I...","Leadership, Software Architecture, AWS, DevOps, Engineering Management, Full Stack",No,Yes,,https://mentorcruise.com/mentor/jamesbooth/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Sunny Zhu🇺🇸,Data & Analytics Lead,Indeed,5,16,150,United States of America,Sunny Zhu refers to herself as the bridge between people and data and as a “statistics geek”. She has been engaged in a broad range of analytical work...,"Marketing Analytics, Web Analytics, Product Analytics, Ab Testing/ Experimentation, Resume Writing, Mock Interview",No,Yes,,https://mentorcruise.com/mentor/huijuanzhu/?queryID=583cc037fd43a7be94833309e5b34c0d&source=search
Stephanie Bailey🇺🇸,Chief Marketing Officer,,5,13,290,United States of America,"I am a seasoned Marketing Executive with a proven track record of revenue growth, cross team collaboration and successful outcomes with experience sca...","Marketing Strategy, Marketing, Startup, Go To Market, Digital Marketing Strategy, Product Marketing",No,Yes,,https://mentorcruise.com/mentor/stephaniebailey/?queryID=bf9469d53384a1db22f56d94842c45c0&source=search
Karl Schmidt🇨🇦,CTO,Karl Schmidt Consulting,5,14,170,Canada,"After 18+ years in video games (Relic Entertainment, DeNA, Gasket Games), e-commerce, and fintech, I’ve noticed that software engineers don’t get enou...","Game Development, C++, C, Debugging, Unreal Engine, Unreal",No,Yes,,https://mentorcruise.com/mentor/karlschmidt/?queryID=bf9469d53384a1db22f56d94842c45c0&source=search
